personId,lastName,firstName,pos,heightFeet,heightInches
203500,Adams,Steven,C,6,11
1628389,Adebayo,Bam,C-F,6,9
200746,Aldridge,LaMarcus,C-F,6,11
1629734,Alexander,Kyle,F-C,6,10
1629638,Alexander-Walker,Nickeil,G,6,5
1628960,Allen,Grayson,G,6,4
1628386,Allen,Jarrett,C,6,11
1628443,Allen,Kadeem,G,6,1
202329,Aminu,Al-Farouq,F,6,8
203937,Anderson,Kyle,F-G,6,9
203507,Antetokounmpo,Giannis,F,6,11
1628961,Antetokounmpo,Kostas,F,6,10
203648,Antetokounmpo,Thanasis,F,6,6
2546,Anthony,Carmelo,F,6,8
1628384,Anunoby,OG,F,6,7
1627853,Arcidiacono,Ryan,G,6,3
2772,Ariza,Trevor,F,6,8
201571,Augustin,D.J.,G,5,11
1629028,Ayton,Deandre,C,6,11
1628407,Bacon,Dwayne,G-F,6,6
1628963,Bagley III,Marvin,F,6,11
1628366,Ball,Lonzo,G,6,6
1628964,Bamba,Mo,C,7,0
200826,Barea,J.J.,G,5,10
203084,Barnes,Harrison,F,6,8
1629628,Barrett,RJ,F-G,6,6
203115,Barton,Will,G,6,5
1628966,Bates-Diop,Keita,F,6,8
201587,Batum,Nicolas,G-F,6,9
203382,Baynes,Aron,C-F,6,10
203145,Bazemore,Kent,G-F,6,4
1629647,Bazley,Darius,F-G,6,8
203078,Beal,Bradley,G,6,3
1627736,Beasley,Malik,G,6,4
201158,Belinelli,Marco,G,6,5
1627761,Bembry,DeAndre',G-F,6,5
1627733,Bender,Dragan,F,7,0
202722,Bertans,Davis,F,6,10
201976,Beverley,Patrick,G,6,1
203920,Birch,Khem,C,6,9
1629048,Bitadze,Goga,C-F,6,11
202687,Biyombo,Bismack,C,6,8
202357,Bjelica,Nemanja,F,6,10
202339,Bledsoe,Eric,G,6,1
203992,Bogdanovic,Bogdan,G,6,6
202711,Bogdanovic,Bojan,F,6,8
1629626,Bol,Bol,C-F,7,2
1629648,Bone,Jordan,G,6,3
1629067,Bonga,Isaac,G,6,8
1626164,Booker,Devin,G,6,5
1628449,Boucher,Chris,F-C,6,9
1628968,Bowen II,Brian,F-G,6,6
1629065,Bowman,Ky,G,6,1
202340,Bradley,Avery,G,6,3
1628396,Bradley,Tony,C-F,6,10
1629714,Brantley,Jarrell,F,6,5
1629649,Brazdeikis,Ignas,F,6,6
1628969,Bridges,Mikal,F,6,6
1628970,Bridges,Miles,F,6,6
1629052,Brissett,Oshae,F-G,6,7
1627763,Brogdon,Malcolm,G,6,5
1628415,Brooks,Dillon,G-F,6,7
1628971,Brown,Bruce,G-F,6,4
1627759,Brown,Jaylen,G-F,6,6
1629650,Brown,Moses,C,7,2
1628425,Brown,Sterling,G-F,6,5
1629718,Brown Jr.,Charles,G,6,6
1628972,Brown Jr.,Troy,G-F,6,6
1628973,Brunson,Jalen,G,6,1
1628418,Bryant,Thomas,C-F,6,10
203493,Bullock,Reggie,G-F,6,6
202692,Burks,Alec,G,6,6
1629126,Burton,Deonte,G-F,6,4
202710,Butler,Jimmy,F,6,7
203998,Caboclo,Bruno,F,6,9
1629719,Cacok,Devontae,F,6,8
203484,Caldwell-Pope,Kentavious,G,6,5
1628427,Cancar,Vlatko,F,6,8
203991,Capela,Clint,C,6,10
201960,Carroll,DeMarre,F,6,6
1628975,Carter,Jevon,G,6,1
1713,Carter,Vince,G-F,6,6
1628976,Carter Jr.,Wendell,C-F,6,9
203487,Carter-Williams,Michael,G,6,5
1627936,Caruso,Alex,G,6,5
1626161,Cauley-Stein,Willie,C,7,0
2199,Chandler,Tyson,C,7,0
201163,Chandler,Wilson,F,6,8
1629147,Chealey,Joe,G,6,4
1629597,Cheatham,Zylan,F,6,5
1629185,Chiozza,Chris,G,5,11
1627737,Chriss,Marquese,F,6,9
1629109,Clark,Gary,F,6,6
1629634,Clarke,Brandon,F-G,6,8
203903,Clarkson,Jordan,G,6,4
1629651,Claxton,Nicolas,F-C,6,11
1629598,Clemons,Chris,G,5,9
1628499,Cleveland,Antonius,G,6,5
1629599,Coffey,Amir,G-F,6,7
1628381,Collins,John,F,6,9
1628380,Collins,Zach,F-C,6,11
201144,Conley,Mike,G,6,1
1626192,Connaughton,Pat,G,6,5
1626188,Cook,Quinn,G,6,1
203496,Covington,Robert,F,6,7
1628470,Craig,Torrey,F,6,7
203109,Crowder,Jae,F,6,6
1629633,Culver,Jarrett,G-F,6,6
203552,Curry,Seth,G,6,2
201939,Curry,Stephen,G,6,3
203584,Daniels,Troy,G,6,4
203076,Davis,Anthony,F-C,6,10
202334,Davis,Ed,C-F,6,9
1629056,Davis,Terence,G,6,4
203473,Dedmon,Dewayne,C,7,0
203521,Dellavedova,Matthew,G,6,3
201942,DeRozan,DeMar,G-F,6,6
1627767,Diallo,Cheick,F-C,6,8
1628977,Diallo,Hamidou,G,6,5
203476,Dieng,Gorgui,C,6,10
203915,Dinwiddie,Spencer,G,6,5
1628978,DiVincenzo,Donte,G,6,4
1629029,Doncic,Luka,F-G,6,7
1629652,Dort,Luguentz,G,6,3
1628422,Dotson,Damyean,G,6,5
1629635,Doumbouya,Sekou,F,6,8
1628408,Dozier,PJ,G-F,6,6
201609,Dragic,Goran,G,6,3
203083,Drummond,Andre,C,6,10
201162,Dudley,Jared,F,6,6
1627739,Dunn,Kris,G,6,3
201142,Durant,Kevin,F,6,10
1629035,Edwards,Carsen,G,5,11
201961,Ellington,Wayne,G,6,4
203954,Embiid,Joel,C-F,7,0
203516,Ennis III,James,F,6,6
1629234,Eubanks,Drew,F-C,6,9
1628980,Evans,Jacob,G-F,6,4
203957,Exum,Dante,G,6,5
1629605,Fall,Tacko,C,7,5
202324,Favors,Derrick,F,6,9
1626245,Felicio,Cristiano,F-C,6,10
1628390,Ferguson,Terrance,G,6,6
1628981,Fernando,Bruno,F-C,6,9
1627812,Ferrell,Yogi,G,6,0
1627827,Finney-Smith,Dorian,F,6,7
1627854,Forbes,Bryn,G,6,2
203095,Fournier,Evan,G-F,6,7
1628368,Fox,De'Aaron,G,6,3
1626187,Frazier,Michael,G,6,3
1628982,Frazier Jr.,Melvin,G-F,6,5
1628365,Fultz,Markelle,G,6,3
1629117,Gabriel,Wenyen,F,6,9
1629655,Gafford,Daniel,F-C,6,10
201568,Gallinari,Danilo,F,6,10
204038,Galloway,Langston,G,6,1
1629636,Garland,Darius,G,6,1
201188,Gasol,Marc,C,6,11
200752,Gay,Rudy,F-G,6,8
202331,George,Paul,F,6,8
201959,Gibson,Taj,F,6,9
1628385,Giles III,Harry,F-C,6,11
1628983,Gilgeous-Alexander,Shai,G-F,6,5
203497,Gobert,Rudy,C,7,1
1629164,Goodwin,Brandon,G,6,0
203932,Gordon,Aaron,F,6,8
201569,Gordon,Eric,G,6,3
1628984,Graham,Devonte',G,6,1
1626203,Graham,Treveon,G-F,6,5
203924,Grant,Jerami,F,6,8
1627982,Gray,Josh,G,6,0
201980,Green,Danny,G,6,6
203110,Green,Draymond,F,6,6
203210,Green,JaMychal,F-C,6,8
1629750,Green,Javonte,G-F,6,4
201145,Green,Jeff,F,6,8
201933,Griffin,Blake,F,6,9
1629741,Guduric,Marko,G,6,6
1629657,Guy,Kyle,G,6,1
1629060,Hachimura,Rui,F,6,8
1629743,Hall,Donta,F,6,9
203501,Hardaway Jr.,Tim,G-F,6,5
201935,Harden,James,G,6,5
203090,Harkless,Maurice,F-G,6,7
1629607,Harper,Jared,G,5,10
1626149,Harrell,Montrezl,F-C,6,7
203914,Harris,Gary,G,6,4
203925,Harris,Joe,G-F,6,6
202699,Harris,Tobias,F,6,8
1627885,Harrison,Shaquille,G,6,7
1628404,Hart,Josh,G,6,5
1628392,Hartenstein,Isaiah,C-F,7,0
2617,Haslem,Udonis,F,6,8
