personId,lastName,firstName,pos,heightFeet,heightInches
203518,Abrines,Alex,G-F,6,6
203112,Acy,Quincy,F,6,7
203500,Adams,Steven,C,7,0
201167,Afflalo,Arron,G,6,5
201582,Ajinca,Alexis,C,7,2
202332,Aldrich,Cole,C,6,11
200746,Aldridge,LaMarcus,F,6,11
202730,Allen,Lavoy,F-C,6,9
2754,Allen,Tony,G-F,6,4
202329,Aminu,Al-Farouq,F,6,9
101187,Anderson,Alan,F-G,6,6
1626147,Anderson,Justin,G-F,6,6
203937,Anderson,Kyle,G-F,6,9
201583,Anderson,Ryan,F,6,10
203507,Antetokounmpo,Giannis,F-G,6,11
2546,Anthony,Carmelo,F,6,8
201202,Anthony,Joel,C,6,9
2772,Ariza,Trevor,F,6,8
201589,Arthur,Darrell,F,6,9
201600,Asik,Omer,C,7,0
201571,Augustin,D.J.,G,6,0
202337,Babbitt,Luke,F,6,9
1627758,Baker,Ron,G,6,4
1627735,Baldwin IV,Wade,G,6,4
2571,Barbosa,Leandro,G,6,3
200826,Barea,J.J.,G,6,0
203084,Barnes,Harrison,F,6,8
2440,Barnes,Matt,F,6,7
203115,Barton,Will,G-F,6,6
101138,Bass,Brandon,F,6,8
201587,Batum,Nicolas,G,6,8
201573,Bayless,Jerryd,G,6,3
203382,Baynes,Aron,C-F,6,10
203145,Bazemore,Kent,F-G,6,5
203078,Beal,Bradley,G,6,5
1627736,Beasley,Malik,G,6,5
201563,Beasley,Michael,F,6,10
201158,Belinelli,Marco,G-F,6,5
1627761,Bembry,DeAndre',F-G,6,6
1627733,Bender,Dragan,F,7,1
202722,Bertans,Davis,F,6,10
201976,Beverley,Patrick,G,6,1
202687,Biyombo,Bismack,C-F,6,9
202357,Bjelica,Nemanja,F,6,10
204028,Black,Tarik,C-F,6,9
202339,Bledsoe,Eric,G,6,1
202711,Bogdanovic,Bojan,G,6,8
1627762,Bolomboy,Joel,F,6,9
1626164,Booker,Devin,G,6,6
202344,Booker,Trevor,F,6,8
2547,Bosh,Chris,F,6,11
202340,Bradley,Avery,G,6,2
201147,Brewer,Corey,F,6,9
1627763,Brogdon,Malcolm,G,6,5
201166,Brooks,Aaron,G,6,0
201628,Brown,Bobby,G,6,2
1627759,Brown,Jaylen,F,6,7
1627852,Brussino,Nicolas,F,6,8
203493,Bullock,Reggie,F,6,7
203504,Burke,Trey,G,6,1
202692,Burks,Alec,G,6,6
202710,Butler,Jimmy,F,6,7
203998,Caboclo,Bruno,F,6,9
101181,Calderon,Jose,G,6,3
203484,Caldwell-Pope,Kentavious,G,6,5
52608,Calfani,Mathias,F-C,-,-
203477,Canaan,Isaiah,G,6,0
203991,Capela,Clint,C,6,10
201960,Carroll,DeMarre,F,6,8
1713,Carter,Vince,G-F,6,6
203487,Carter-Williams,Michael,G,6,6
201956,Casspi,Omri,F,6,9
1626161,Cauley-Stein,Willie,C,7,0
52609,Cerminato,Leandro,F-C,-,-
2199,Chandler,Tyson,C,7,1
201163,Chandler,Wilson,F,6,8
1627737,Chriss,Marquese,F,6,10
1626176,Christmas,Rakeem,F,6,9
203902,Christon,Semaj,G,6,3
203546,Clark,Ian,G,6,3
203903,Clarkson,Jordan,G,6,5
202708,Cole,Norris,G,6,2
201954,Collison,Darren,G,6,0
2555,Collison,Nick,F,6,10
201144,Conley,Mike,G,6,1
1626192,Connaughton,Pat,G-F,6,5
1626188,Cook,Quinn,G,6,2
202326,Cousins,DeMarcus,F-C,6,11
203496,Covington,Robert,F,6,9
203459,Crabbe,Allen,G,6,6
2037,Crawford,Jamal,G,6,5
202348,Crawford,Jordan,G,6,5
203109,Crowder,Jae,F,6,6
201967,Cunningham,Dante,F,6,8
203552,Curry,Seth,G,6,2
201939,Curry,Stephen,G,6,3
203584,Daniels,Troy,G,6,4
203076,Davis,Anthony,F-C,6,11
1627738,Davis,Deyonta,F,6,10
202334,Davis,Ed,F,6,10
203473,Dedmon,Dewayne,C,7,0
1626155,Dekker,Sam,F,6,9
1627098,Delaney,Malcolm,G,6,3
203521,Dellavedova,Matthew,G,6,4
2736,Deng,Luol,F,6,9
201942,DeRozan,DeMar,G,6,7
1962937468,Diagne,Atoumane,,-,-
1627767,Diallo,Cheick,F,6,9
2564,Diaw,Boris,C-F,6,8
203476,Dieng,Gorgui,F-C,6,11
203915,Dinwiddie,Spencer,G,6,6
1962937457,Doellman,Justin,,-,-
201609,Dragic,Goran,G,6,3
203083,Drummond,Andre,C,6,11
201162,Dudley,Jared,F,6,7
2399,Dunleavy,Mike,G-F,6,9
1627739,Dunn,Kris,G,6,4
201142,Durant,Kevin,F,6,9
1627740,Ellenson,Henry,F,6,11
201961,Ellington,Wayne,G,6,4
101145,Ellis,Monta,G,6,3
203954,Embiid,Joel,C,7,0
203898,Ennis,Tyler,G,6,3
203516,Ennis III,James,F,6,7
201936,Evans,Tyreke,G-F,6,6
203957,Exum,Dante,G,6,6
203105,Ezeli,Festus,C,6,11
202702,Faried,Kenneth,F,6,8
202324,Favors,Derrick,F-C,6,10
1627770,Felder,Kay,G,5,9
1626245,Felicio,Cristiano,F-C,6,9
101109,Felton,Raymond,G,6,1
52605,Fernandez,Lisandro,G,-,-
1627812,Ferrell,Yogi,G,6,0
1962937464,Figueras,Pol,,-,-
1627827,Finney-Smith,Dorian,F,6,8
1627854,Forbes,Bryn,G,6,3
203095,Fournier,Evan,G,6,7
200751,Foye,Randy,G,6,4
204025,Frazier,Tim,G,6,1
101112,Frye,Channing,F,6,11
201568,Gallinari,Danilo,F,6,10
204038,Galloway,Langston,G,6,2
1627868,Garino,Patricio,G-F,6,6
201188,Gasol,Marc,C,7,1
2200,Gasol,Pau,C,7,0
200752,Gay,Rudy,F,6,8
1627771,Gbinije,Michael,G-F,6,7
202331,George,Paul,F,6,9
1627875,Georges-Hunt,Marcus,G,6,6
201959,Gibson,Taj,F,6,9
1938,Ginobili,Manu,G,6,6
203497,Gobert,Rudy,C,7,1
203462,Goodwin,Archie,G,6,5
203932,Gordon,Aaron,F,6,9
201569,Gordon,Eric,G,6,4
101162,Gortat,Marcin,C,6,11
1626203,Graham,Treveon,G-F,6,6
203924,Grant,Jerami,F,6,9
1626170,Grant,Jerian,G,6,4
1962937545,GRAVES,WILL,,-,-
201980,Green,Danny,G-F,6,6
203110,Green,Draymond,F,6,7
101123,Green,Gerald,F,6,7
203210,Green,JaMychal,F,6,9
201145,Green,Jeff,F,6,9
201933,Griffin,Blake,F,6,10
203120,Hamilton,Justin,C,7,0
1627773,Hammons,AJ,C,7,0
203501,Hardaway Jr.,Tim,G,6,6
201935,Harden,James,G,6,5
203090,Harkless,Maurice,F,6,9
1626149,Harrell,Montrezl,F,6,8
2734,Harris,Devin,G,6,3
203914,Harris,Gary,G,6,4
203925,Harris,Joe,F-G,6,6
202412,Harris,Manny,G,6,5
202699,Harris,Tobias,F,6,9
1626150,Harrison,Andrew,G,6,6
2617,Haslem,Udonis,F,6,8
201150,Hawes,Spencer,F-C,7,1
202330,Hayward,Gordon,F,6,8
201945,Henderson,Gerald,G,6,5
203089,Henson,John,C-F,6,11
1627823,Hernangomez,Juan,F,6,9
1626195,Hernangomez,Willy,C,6,11
1626209,Hezonja,Mario,G-F,6,8
201579,Hibbert,Roy,C,7,2
1627741,Hield,Buddy,G,6,4
201588,Hill,George,G,6,3
201941,Hill,Jordan,F-C,6,10
203524,Hill,Solomon,F,6,7
1626199,Hilliard,Darrun,G-F,6,6
201950,Holiday,Jrue,G,6,4
203200,Holiday,Justin,G,6,6
1626178,Hollis-Jefferson,Rondae,F,6,7
1626158,Holmes,Richaun,F,6,10
203918,Hood,Rodney,G,6,8
201143,Horford,Al,C,6,10
2730,Howard,Dwight,C,6,11
203962,Huestis,Josh,F,6,7
2743,Humphries,Kris,F,6,9
201586,Ibaka,Serge,F,6,10
2738,Iguodala,Andre,G-F,6,6
101141,Ilyasova,Ersan,F,6,10
204060,Ingles,Joe,F,6,8
1627742,Ingram,Brandon,F,6,9
202681,Irving,Kyrie,G,6,3
1627743,Jackson,Demetrius,G,6,1
202704,Jackson,Reggie,G,6,3
2544,James,LeBron,F,6,8
2744,Jefferson,Al,C,6,10
2210,Jefferson,Richard,F,6,7
201943,Jennings,Brandon,G,6,1
201973,Jerebko,Jonas,F,6,10
101161,Johnson,Amir,F,6,9
1627744,Johnson,Brice,F,6,10
201949,Johnson,James,F,6,9
2207,Johnson,Joe,F-G,6,7
1626169,Johnson,Stanley,F,6,7
204020,Johnson,Tyler,G,6,4
202325,Johnson,Wesley,F,6,7
203999,Jokic,Nikola,F-C,6,10
2563,Jones,Dahntay,G-F,6,6
1627745,Jones,Damian,C,7,0
2592,Jones,James,G-F,6,8
1626145,Jones,Tyus,G,6,2
1627884,Jones Jr.,Derrick,F,6,7
201599,Jordan,DeAndre,C,6,11
202709,Joseph,Cory,G,6,3
1626163,Kaminsky,Frank,C,7,0
202683,Kanter,Enes,C,6,11
203527,Kelly,Ryan,F,6,11
203077,Kidd-Gilchrist,Michael,F,6,7
203930,Kilpatrick,Sean,G,6,4
202688,Knight,Brandon,G,6,3
